Ticker,CIK,Title,CEO,Median,Ratio
SIVB,719739,SVB FINANCIAL GROUP,6056544.0,131664,46:1
TRMB,864749,TRIMBLE INC.,10643328.0,83151,128:1
CSL,790051,CARLISLE COMPANIES INC,5951080.0,40210,148:1
UAL,100517,"United Airlines Holdings, Inc.",error,,115:1
SWK,93556,"STANLEY BLACK & DECKER, INC.",16225293.0,45449,357:1
PKG,75677,PACKAGING CORP OF AMERICA,error,,155:1
BURL,1579298,"Burlington Stores, Inc.",error,11662,
GDDY,1609711,GoDaddy Inc.,error,,31:1
LBRDA,1611983,Liberty Broadband Corp,error,,0:1
CHRW,1043277,"C. H. ROBINSON WORLDWIDE, INC.",6838780.0,52606,130:1
BIO,12208,"BIO-RAD LABORATORIES, INC.",5433150.0,62450,87:1
HST,1070750,"HOST HOTELS & RESORTS, INC.",6285090.0,179574,35:1
UDR,74208,"UDR, Inc.",7760898.0,60162,129:1
SNA,91440,Snap-on Inc,10047856.0,48307,208:1
ELS,895417,EQUITY LIFESTYLE PROPERTIES INC,2791360.0,22880,122:1
GL,320335,GLOBE LIFE INC.,error,80680,
WTRG,78128,"Essential Utilities, Inc.",4310988.0,97977,44:1
PHM,822416,PULTEGROUP INC/MI/,5737557.0,83153,69:1
TTWO,946581,TAKE TWO INTERACTIVE SOFTWARE INC,error,,0.75:1
STX,1137789,Seagate Technology Holdings plc,9333807.0,8493,1099:1
AXON,1069183,"AXON ENTERPRISE, INC.",error,,41:1
MAS,62996,MASCO CORP /DE/,11507866.0,38617,298:1
TFX,96943,TELEFLEX INC,8339936.0,26144,319:1
CPT,906345,CAMDEN PROPERTY TRUST,3867864.0,49588,78:1
CHK,895126,CHESAPEAKE ENERGY CORP,14845125.0,118761,125:1
AFG,1042046,AMERICAN FINANCIAL GROUP INC,9715189.0,64339,151:1
SCI,89089,SERVICE CORP INTERNATIONAL,11123385.0,29505,377:1
GGG,42888,GRACO INC,error,,
HSIC,1000228,HENRY SCHEIN INC,error,,101:1
TAP,24545,MOLSON COORS BEVERAGE CO,error,,119:1
NBIX,914475,NEUROCRINE BIOSCIENCES INC,1260000.0,252000,5:1
DXCM,1093557,DEXCOM INC,error,94472.64,
EMN,915389,EASTMAN CHEMICAL CO,14483576.0,86728,167:1
CE,1306830,Celanese Corp,error,75928,
CNA,21175,CNA FINANCIAL CORP,10661754.0,104527,102:1
TRU,1552033,TransUnion,8508372.0,114978,74:1
PCTY,1591698,Paylocity Holding Corp,6277373.0,75631,83:1
UHS,352915,UNIVERSAL HEALTH SERVICES INC,error,,541:1
CRL,1100682,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",12569960.0,42040,299:1
MMP,1126975,"Magellan Midstream Partners, L.P.",4403550.0,176142,25:1
SRPT,873303,"Sarepta Therapeutics, Inc.",57633975.0,256151,225:1
REG,910606,REGENCY CENTERS CORP,5593318.0,94802,59:1
AR,1433270,ANTERO RESOURCES Corp,error,,114:1
NI,1111711,NISOURCE INC.,5365506.0,105206,51:1
ARMK,1584509,Aramark,15952352.0,16081,992:1
MKTX,1278021,MARKETAXESS HOLDINGS INC,5804640.0,145116,40:1
NWSA,1564708,NEWS CORP,12981150.0,55475,234:1
H,1468174,Hyatt Hotels Corp,9870058.0,33121,298:1
BXP,1037540,BOSTON PROPERTIES INC,10070112.0,104897,96:1
FNF,1331875,"Fidelity National Financial, Inc.",error,,174:1
QRVO,1604778,"Qorvo, Inc.",error,,163:1
FLEX,866374,FLEX LTD.,16168751.0,7489,2159:1
BBWI,701985,"Bath & Body Works, Inc.",5690177.0,12673,449:1
VFC,103379,V F CORP,13734303.0,10151,1353:1
JNPR,1043604,JUNIPER NETWORKS INC,9373432.0,126668,74:1
CCK,1219601,CROWN HOLDINGS INC,11944800.0,37800,316:1
AMH,1562401,American Homes 4 Rent,268195.2,43680,6.14:1
LBTYA,1570585,Liberty Global plc,17153103.0,80531,213:1
WSC,1647088,WillScot Mobile Mini Holdings Corp.,17153103.0,80531,213:1
MTN,812011,VAIL RESORTS INC,3378432.0,17596,192:1
DECK,910521,DECKERS OUTDOOR CORP,6052000.0,37825,160:1
NDAQ,1120193,"NASDAQ, INC.",14461392.0,109556,132:1
CZR,1590895,"Caesars Entertainment, Inc.",error,,150:1
TPR,1116132,"TAPESTRY, INC.",12827760.0,24860,516:1
CAR,723612,"AVIS BUDGET GROUP, INC.",6948271.0,28831,241:1
JBL,898293,JABIL INC,11393658.0,5091,2238:1
WDC,106040,WESTERN DIGITAL CORP,error,,
WYNN,1174922,WYNN RESORTS LTD,error,44437,
KMX,1170010,CARMAX INC,7808432.0,36488,214:1
WSO,105016,WATSCO INC,8158802.0,50054,163:1
DAR,916540,DARLING INGREDIENTS INC.,6443000.0,47375,136:1
CCL,815097,CARNIVAL CORP,6443000.0,47375,136:1
FIVE,1177609,"FIVE BELOW, INC",error,,626:1
LOGI,1032975,LOGITECH INTERNATIONAL S.A.,error,,
BRKR,1109354,BRUKER CORP,4858639.0,72517,67:1
BWA,908255,BORGWARNER INC,14110369.0,57127,247:1
JAZZ,1232524,Jazz Pharmaceuticals plc,10255947.0,201097,51:1
AGCO,880266,AGCO CORP /DE,14738031.0,49623,297:1
DKS,1089063,"DICK'S SPORTING GOODS, INC.",10033275.0,9885,1015:1
TEVA,818686,TEVA PHARMACEUTICAL INDUSTRIES LTD,19352462.0,64081,302:1
LSCC,855658,LATTICE SEMICONDUCTOR CORP,19352462.0,64081,302:1
LAMR,1090425,LAMAR ADVERTISING CO/NEW,4414794.0,55532,79.5:1
PFGC,1618673,Performance Food Group Co,5209718.0,71366,73:1
ALLE,1579241,Allegion plc,7754724.0,43812,177:1
RGA,898174,REINSURANCE GROUP OF AMERICA INC,error,,66:1
HII,1501585,"HUNTINGTON INGALLS INDUSTRIES, INC.",7952760.0,132546,60:1
MORN,1289419,"Morningstar, Inc.",4619544.0,65064,71:1
PAG,1019849,"PENSKE AUTOMOTIVE GROUP, INC.",6788712.0,40409,168:1
WRK,1732845,WestRock Co,18047361.0,53553,337:1
OC,1370946,Owens Corning,10303454.0,62069,166:1
RGEN,730272,REPLIGEN CORP,146149680.0,3044785,48:1
BKI,1627014,"Black Knight, Inc.",error,,80:1
ZG,1617640,"ZILLOW GROUP, INC.",7916350.0,121790,65:1
LII,1069202,LENNOX INTERNATIONAL INC,11439381.0,63201,181:1
KNX,1492691,Knight-Swift Transportation Holdings Inc.,3550568.0,46718,76:1
ENTG,1101302,ENTEGRIS INC,4431831.8,50534,87.7:1
WOLF,895419,"WOLFSPEED, INC.",13960918.0,42178,331:1
EXAS,1124140,EXACT SCIENCES CORP,13327740.0,98724,135:1
EWBC,1069157,EAST WEST BANCORP INC,7423971.0,85333,87:1
CASY,726958,CASEYS GENERAL STORES INC,2331888.0,14948,156:1
CUBE,1298675,CubeSmart,3899778.0,27658,141:1
PNW,764622,PINNACLE WEST CAPITAL CORP,10507480.0,128140,82:1
STOR,1538990,STORE CAPITAL Corp,error,,50.5:1
CUK,1125259,CARNIVAL PLC,error,,50.5:1
CPRI,1530721,Capri Holdings Ltd,error,23128,
WHR,106640,WHIRLPOOL CORP /DE/,7086536.0,19906,356:1
JEF,96223,Jefferies Financial Group Inc.,error,,489:1
ALLY,40729,Ally Financial Inc.,8863260.0,105515,84:1
FTNT,1262039,"Fortinet, Inc.",3958771.5,114747,34.5:1
IVZ,914208,Invesco Ltd.,13786275.0,97775,141:1
CGNX,851205,COGNEX CORP,error,,46:1
G,1398659,Genpact LTD,845312.0,6656,127:1
LECO,59527,LINCOLN ELECTRIC HOLDINGS INC,7705620.0,49395,156:1
CMA,28412,COMERICA INC /NEW/,12152552.0,79951,152:1
PEN,1321732,Penumbra Inc,error,,14.4:1
AAL,6201,American Airlines Group Inc.,error,,195:1
PSTG,1474432,"Pure Storage, Inc.",18462595.0,217207,85:1
AAP,1158449,ADVANCE AUTO PARTS INC,110760.0,18460,6:1
LSI,944314,"LIFE STORAGE, INC.",error,30288,
CHDN,20212,Churchill Downs Inc,7450542.0,25086,297:1
PAA,1070423,PLAINS ALL AMERICAN PIPELINE LP,error,96900,
OLN,74303,OLIN Corp,error,,91.68:1
WSM,719955,WILLIAMS SONOMA INC,57272152.0,38776,1477:1
REXR,1571283,"Rexford Industrial Realty, Inc.",error,,
RHI,315213,ROBERT HALF INTERNATIONAL INC.,8791380.0,17340,507:1
SEIC,350894,SEI INVESTMENTS CO,error,85285,
PLUG,1093691,PLUG POWER INC,error,,56:1
NVCR,1645113,NovoCure Ltd,error,,
CFR,39263,"CULLEN/FROST BANKERS, INC.",4190842.5,52715,79.5:1
HALO,1159036,"HALOZYME THERAPEUTICS, INC.",5150.0,206,25:1
JLL,1037976,JONES LANG LASALLE INC,9216000.0,48000,192:1
UNM,5513,Unum Group,error,,
HAS,46080,"HASBRO, INC.",error,,160:1
FRT,34903,FEDERAL REALTY INVESTMENT TRUST,9042222.0,101598,89:1
NNN,751364,"NATIONAL RETAIL PROPERTIES, INC.",error,,53:1
EME,105634,"EMCOR Group, Inc.",error,,174:1
OGE,1021635,OGE ENERGY CORP.,5120640.0,113792,45:1
USFD,1665918,US Foods Holding Corp.,error,,113:1
CBSH,22356,COMMERCE BANCSHARES INC /MO/,4865220.0,54058,90:1
MASI,937556,MASIMO CORP,error,105326,
RRX,82811,REGAL REXNORD CORP,7855238.0,12629,622:1
NOV,1021860,NOV Inc.,12650270.0,52930,239:1
RL,1037038,RALPH LAUREN CORP,25456343.0,22913,1111:1
CHE,19584,CHEMED CORP,1523427264.0,7934517,192:1
UGI,884614,UGI CORP /PA/,error,51275,
DISH,1001082,DISH Network CORP,error,,33:1
NRG,1013871,"NRG ENERGY, INC.",8995680.0,112446,80:1
CTLT,1596783,"Catalent, Inc.",8525852.5,50005,170.5:1
CLF,764065,CLEVELAND-CLIFFS INC.,5513392170.0,23561505,234:1
AA,1675149,Alcoa Corp,10737540.0,88740,121:1
MANH,1056696,MANHATTAN ASSOCIATES INC,3353688.0,85992,39:1
CIEN,936395,CIENA CORP,3353688.0,85992,39:1
CMS-PB,201533,CONSUMERS ENERGY CO,6856312.399999999,167636,40.9:1
SEE,1012100,SEALED AIR CORP/DE,10924549.0,61031,179:1
LEA,842162,LEAR CORP,14833632.0,10216,1452:1
DVA,927066,DAVITA INC.,15324328.0,60332,254:1
MUSA,1573516,Murphy USA Inc.,5773033.0,16831,343:1
AN,350698,"AUTONATION, INC.",12205524.0,45543,268:1
ARW,7536,ARROW ELECTRONICS INC,error,,
MIDD,769520,MIDDLEBY Corp,1054716.0,40566,26:1
NXST,1142417,"NEXSTAR MEDIA GROUP, INC.",error,,497:1
GMED,1237831,GLOBUS MEDICAL INC,error,,64:1
DCI,29644,DONALDSON Co INC,5922238.0,33271,178:1
HTZ,1657853,"HERTZ GLOBAL HOLDINGS, INC",80596880471.0,306452017,263:1
ORI,74260,OLD REPUBLIC INTERNATIONAL CORP,2647686.4,71948,36.8:1
WEX,1309108,WEX Inc.,10833433.0,62621,173:1
ZION,109380,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/",3356013.0,63321,53:1
PNR,77360,PENTAIR plc,error,,264:1
KBR,1357615,"KBR, INC.",error,,132:1
DLB,1308547,"Dolby Laboratories, Inc.",8169525.0,129675,63:1
HRB,12659,H&R BLOCK INC,14344401.0,16319,879:1
FCNCA,798941,FIRST CITIZENS BANCSHARES INC /DE/,2854028.0,60724,47:1
ATR,896622,"APTARGROUP, INC.",5156946.0,39366,131:1
RGLD,85535,ROYAL GOLD INC,error,431560,
CACI,16058,CACI INTERNATIONAL INC /DE/,7167379.0,100949,71:1
DBRG,1679688,"DigitalBridge Group, Inc.",error,,16:1
RRC,315852,RANGE RESOURCES CORP,error,,70:1
VMI,102729,VALMONT INDUSTRIES INC,4116931.0,45241,91:1
OHI,888491,OMEGA HEALTHCARE INVESTORS INC,5982470.2,127558,46.9:1
HOG,793952,"HARLEY-DAVIDSON, INC.",11147994.0,77958,143:1
BOKF,875357,BOK FINANCIAL CORP,3098408.0,72056,43:1
MPW,1287865,MEDICAL PROPERTIES TRUST INC,7492979.0,241709,31:1
X,1163302,UNITED STATES STEEL CORP,5592895.0,72635,77:1
XRAY,818479,DENTSPLY SIRONA Inc.,8023536.0,53136,151:1
ALV,1034670,AUTOLIV INC,4593365.0,24829,185:1
IRDM,1418819,Iridium Communications Inc.,3144261.0,136707,23:1
DXC,1688568,DXC Technology Co,32160016.0,79604,404:1
VOYA,1535929,"Voya Financial, Inc.",10970885.0,95399,115:1
MHK,851968,MOHAWK INDUSTRIES INC,4997490.0,40630,123:1
ITT,216228,ITT INC.,error,37958,
BRX,1581068,Brixmor Property Group Inc.,5679227.16,100004,56.79:1
GPK,1408075,GRAPHIC PACKAGING HOLDING CO,5961755.0,54695,109:1
AIZ,1267238,"ASSURANT, INC.",error,41853,
INGR,1046257,Ingredion Inc,9410240.0,29407,320:1
MUR,717423,MURPHY OIL CORP,13034889.0,115353,113:1
COTY,1024305,COTY INC.,error,,168:1
ST,1477294,Sensata Technologies Holding plc,error,,695:1
CW,26324,CURTISS WRIGHT CORP,5563800.0,56200,99:1
LAD,1023128,LITHIA MOTORS INC,4432400.0,39575,112:1
MTDR,1520006,Matador Resources Co,10043264.0,179344,56:1
TPX,1206264,"TEMPUR SEALY INTERNATIONAL, INC.",error,,440:1
LSTR,853816,LANDSTAR SYSTEM INC,error,,101:1
BYD,906553,BOYD GAMING CORP,8583135.0,23645,363:1
SKX,1065837,SKECHERS USA INC,7771680.0,5140,1512:1
CHH,1046311,CHOICE HOTELS INTERNATIONAL INC /DE,error,5441201,
MTZ,15615,MASTEC INC,error,71633,
FR,921825,FIRST INDUSTRIAL REALTY TRUST INC,2878592.0,89956,32:1
GNTX,355811,GENTEX CORP,18459760.0,922988,20:1
PB,1068851,PROSPERITY BANCSHARES INC,2372790.0,33897,70:1
AMG,1004434,"AFFILIATED MANAGERS GROUP, INC.",error,157384,
SAIC,1571123,Science Applications International Corp,6419016.0,89153,72:1
HLI,1302215,"HOULIHAN LOKEY, INC.",6419016.0,89153,72:1
SWN,7332,SOUTHWESTERN ENERGY CO,8676640.0,108458,80:1
PII,931015,Polaris Inc.,error,,199:1
CLH,822818,CLEAN HARBORS INC,3005415.0,63945,47:1
AMKR,1047127,"AMKOR TECHNOLOGY, INC.",7860546.0,14087,558:1
M,794367,"Macy's, Inc.",11130860.0,13810,806:1
WMS,1604028,"ADVANCED DRAINAGE SYSTEMS, INC.",4086030.0,52385,78:1
RBA,1046102,RITCHIE BROS AUCTIONEERS INC,4164710.0,37861,110:1
FLO,1128928,FLOWERS FOODS INC,error,,105.2:1
WCC,929008,WESCO INTERNATIONAL INC,6956506.0,61562,113:1
PDCE,77877,"PDC ENERGY, INC.",5861284.0,133211,44:1
SAIA,1177702,SAIA INC,2905487.2,62216,46.7:1.0
MDU,67716,MDU RESOURCES GROUP INC,4074384.0,84883,48:1
EGP,49600,EASTGROUP PROPERTIES INC,5358980.0,97436,55:1
SF,720672,STIFEL FINANCIAL CORP,error,,
GNRC,1474735,GENERAC HOLDINGS INC.,4907153.0,38639,127:1
NCLH,1513761,Norwegian Cruise Line Holdings Ltd.,error,,514:1
HUN,1307954,Huntsman CORP,error,,232:1
FYBR,20520,"Frontier Communications Parent, Inc.",error,,60:1
WAL,1212545,WESTERN ALLIANCE BANCORPORATION,5737350.0,83150,69:1
MAT,63276,MATTEL INC /DE/,31273477.0,6271,4987:1
CMC,22444,COMMERCIAL METALS Co,8798181.15,49151.85,179:1
AXTA,1616862,Axalta Coating Systems Ltd.,8442999.0,60741,139:1
DDS,28917,"DILLARD'S, INC.",4797940.0,22316,215:1
SON,91767,SONOCO PRODUCTS CO,8853390.0,48645,182:1
AGNC,1423689,AGNC Investment Corp.,error,213019,
AYI,1144215,ACUITY BRANDS INC,error,,305:1
SLGN,849869,SILGAN HOLDINGS INC,2702544.0,38064,71:1
WWD,108312,"Woodward, Inc.",6100603.6,61747,98.8:1
EHC,785161,Encompass Health Corp,4918738.0,36707,134:1
RLI,84246,RLI CORP,4918738.0,36707,134:1
OSK,775158,OSHKOSH CORP,1987663276.0,10572677,188:1
PPC,802481,PILGRIMS PRIDE CORP,3899709.8,34178,114.1:1
EXLS,1297989,"ExlService Holdings, Inc.",4394720.0,9080,484:1
STAG,1479094,"STAG Industrial, Inc.",3606770.0,189830,19:1
POST,1530950,"Post Holdings, Inc.",9915300.0,66102,150:1
FAF,1472787,First American Financial Corp,8336052.0,52428,159:1
CR,25445,"Crane Holdings, Co.",6214936.0,68296,91:1
WWE,1091907,WORLD WRESTLING ENTERTAINMENTINC,3086857.1999999997,107556,28.7:1
CROX,1334036,"Crocs, Inc.",error,14649,
BC,14930,BRUNSWICK CORP,1081863040.0,7117520,152:1
ALK,766421,"ALASKA AIR GROUP, INC.",5736192.0,49664,115.5:1
LUMN,18926,"Lumen Technologies, Inc.",14681424.0,69252,212:1
SLAB,1038074,SILICON LABORATORIES INC.,356108165.0,6874675,51.8:1
VVV,1674910,VALVOLINE INC,error,,
COLM,1050797,COLUMBIA SPORTSWEAR CO,2515695.0,23959,105:1
EXP,918646,EAGLE MATERIALS INC,5333804.0,75124,71:1
UNVR,1494319,Univar Solutions Inc.,15232090.4,60904,250.1:1
TWO,1465740,TWO HARBORS INVESTMENT CORP.,error,,
RH,1528849,RH,22686057380.0,26564470,854:1
IONS,874015,IONIS PHARMACEUTICALS INC,4652190.0,155073,30:1
PENN,921738,"PENN Entertainment, Inc.",7174584.0,28584,251:1
GBCI,868671,"GLACIER BANCORP, INC.",error,,29:1
LPX,60519,LOUISIANA-PACIFIC CORP,4131790.0,63566,65:1
BWXT,1486957,"BWX Technologies, Inc.",4446400.0,88928,50:1
PRI,1475922,"Primerica, Inc.",error,,96:1
NYT,71691,NEW YORK TIMES CO,error,,
LFUS,889331,LITTELFUSE INC /DE,error,,305:1
LANC,57515,LANCASTER COLONY CORP,188481573.0,2731617,69:1
PNFP,1115055,PINNACLE FINANCIAL PARTNERS INC,3506922.0,64943,54:1
OPCH,1014739,"Option Care Health, Inc.",2389056.0,49772,48:1
IDA,1057877,IDACORP INC,error,,42:1
WU,1365135,Western Union CO,9717176.0,33278,292:1
BLD,1633931,TopBuild Corp,3811020.0,50145,76:1
FCN,887936,"FTI CONSULTING, INC",error,,48:1
GWRE,1528396,"Guidewire Software, Inc.",11207488.0,164816,68:1
ENSG,1125376,"ENSIGN GROUP, INC",1844010.0,29270,63:1
TKR,98362,TIMKEN CO,8590622.0,47462,181:1
LNC,59558,LINCOLN NATIONAL CORP,14957481.0,68299,219:1
UBSI,729986,UNITED BANKSHARES INC/WV,3613860.0,53145,68:1
SITE,1650729,"SiteOne Landscape Supply, Inc.",2958107.6,47558,62.2:1
EXPO,851520,EXPONENT INC,2509416.0,139412,18:1
SNV,18349,SYNOVUS FINANCIAL CORP,2132400.0,21324,100:1
LHCG,1303313,"LHC Group, Inc",212322600.0,2830968,75:1
OLED,1005284,UNIVERSAL DISPLAY CORP PA,4846170.0,115385,42:1
SSB,764038,SouthState Corp,error,,63:1
SIGI,230557,SELECTIVE INSURANCE GROUP INC,5649560.0,100885,56:1
FTI,1681459,TechnipFMC plc,5649560.0,100885,56:1
WEN,30697,Wendy's Co,5479035.0,18573,295:1
MSA,66570,MSA Safety Inc,error,,87:1
HQY,1428336,"HEALTHEQUITY, INC.",4282956.0,39657,108:1
BPOP,763901,"POPULAR, INC.",error,,83:1
EXEL,939767,"EXELIXIS, INC.",9358636.0,275254,34:1
TREX,1069878,TREX CO INC,3103780.0999999996,62957,49.3:1.0
NOVT,1076930,NOVANTA INC,error,,
NATI,935494,NATIONAL INSTRUMENTS CORP,7526362.0,46174,163:1
SRC,1308606,"SPIRIT REALTY CAPITAL, INC.",10782740.4,94760,113.79:1
CC,1627223,Chemours Co,error,,101:1
FSK,1422183,FS KKR Capital Corp,error,,101:1
UFPI,912767,UFP INDUSTRIES INC,error,,101:1
HGV,1674168,Hilton Grand Vacations Inc.,error,,165:1
PVH,78239,PVH CORP. /DE/,17213840.0,16520,1042:1
IPGP,1111928,IPG PHOTONICS CORP,2231770.8,32676,68.3:1
GPS,39911,GAP INC,2231770.8,32676,68.3:1
FIVN,1288847,"Five9, Inc.",error,,
RYN,52827,RAYONIER INC,3469172.0,91294,38:1
RHP,1040829,"Ryman Hospitality Properties, Inc.",1527768.0,11574,132:1
MFA,1055160,"MFA FINANCIAL, INC.",4431284.0,201422,22:1
HXL,717605,HEXCEL CORP /DE/,7016496.72,59482,117.96:1
ORA,1296445,"ORMAT TECHNOLOGIES, INC.",error,,17.6:1
EEFT,1029199,"EURONET WORLDWIDE, INC.",3850758.0,28737,134:1
AIT,109563,APPLIED INDUSTRIAL TECHNOLOGIES INC,4667910.0,71814,65:1
THG,944695,"HANOVER INSURANCE GROUP, INC.",error,,42:1
THC,70318,TENET HEALTHCARE CORP,error,,
FLR,1124198,FLUOR CORP,error,,152:1
CIVI,1509589,"CIVITAS RESOURCES, INC.",1721902.0,122993,14:1
SLM,1032033,SLM Corp,5770845.0,71245,81:1
IART,917520,INTEGRA LIFESCIENCES HOLDINGS CORP,error,,123:1
COKE,317540,"Coca-Cola Consolidated, Inc.",11134506.0,43157,258:1
FFIN,36029,FIRST FINANCIAL BANKSHARES INC,error,,52.17:1
NJR,356309,NEW JERSEY RESOURCES CORP,4521780.0,125605,36:1
FN,1408710,Fabrinet,5245895.0,8009,655:1
BOX,1372612,BOX INC,error,,1.52:1
AXS,1214816,AXIS CAPITAL HOLDINGS LTD,7116576.0,148262,48:1
KRG,1286043,KITE REALTY GROUP TRUST,3395387.9999999995,87510,38.8:1
WING,1636222,Wingstop Inc.,error,,132:1
SRCL,861878,STERICYCLE INC,997228.0,14884,67:1
KRC,1025996,KILROY REALTY CORP,997228.0,14884,67:1
WTFC,1015328,WINTRUST FINANCIAL CORP,error,52973,
MSM,1003078,MSC INDUSTRIAL DIRECT CO INC,4447350.0,49415,90:1
MKSI,1049502,MKS INSTRUMENTS INC,8451168.0,64024,132:1
ESI,1590714,Element Solutions Inc,5908500.0,50500,117:1
SPSC,1092699,SPS COMMERCE INC,5315387.0,69031,77:1
AMN,1142750,AMN HEALTHCARE SERVICES INC,3886271.4,51135.15,76:1
R,85961,RYDER SYSTEM INC,6119472.0,44344,138:1
TRTN,1660734,Triton International Ltd,2706039.0,128859,21:1
VAL,314808,Valaris Ltd,error,124008,
VLY,714310,VALLEY NATIONAL BANCORP,error,48271,
MAN,871763,ManpowerGroup Inc.,error,,2483:1
THO,730263,THOR INDUSTRIES INC,14972310.0,55453,270:1
CALX,1406666,"CALIX, INC",1897296.0,118581,16:1
UAA,1336917,"Under Armour, Inc.",error,,378:1
OMF,1584207,"OneMain Holdings, Inc.",error,,9.08:1
AJRD,40888,"AEROJET ROCKETDYNE HOLDINGS, INC.",error,,35:1
ALSN,1411207,Allison Transmission Holdings Inc,7883806.0,80447,98:1
AZTA,933974,"Azenta, Inc.",3898839.0,73563,53:1
QLYS,1107843,"QUALYS, INC.",error,,194:1
PBF,1534504,PBF Energy Inc.,8923703.03,149953,59.51:1
FIZZ,69891,NATIONAL BEVERAGE CORP,error,,198:1
HE,354707,HAWAIIAN ELECTRIC INDUSTRIES INC,error,,47:1
CRUS,772406,"CIRRUS LOGIC, INC.",5946987.3,126263,47.1:1
TGNA,39899,TEGNA INC,error,,87:1
BKH,1130464,BLACK HILLS CORP /SD/,error,,39:1
DEN,945764,DENBURY INC,error,,34:1
NSP,1000753,"INSPERITY, INC.",error,78002,
POWI,833640,POWER INTEGRATIONS INC,9662496.0,100651,96:1
POR,784977,PORTLAND GENERAL ELECTRIC CO /OR/,3682758.0,99534,37:1
FCFS,840489,"FirstCash Holdings, Inc.",error,,553:1
HHC,1498828,Howard Hughes Corp,error,,118:1
LEG,58492,LEGGETT & PLATT INC,error,16403,
AL,1487712,AIR LEASE CORP,8046900.0,178820,45:1
CABO,1632127,"Cable One, Inc.",2807475.0,51045,55:1
TNET,937098,"TRINET GROUP, INC.",5519326.0,82378,67:1
GTLS,892553,CHART INDUSTRIES INC,3178484.0,38762,82:1
ASGN,890564,ASGN Inc,7729200.0,34200,226:1
SAM,949870,BOSTON BEER CO INC,1802800.8,69876,25.8:1
PRGO,1585364,PERRIGO Co plc,8291068.0,65284,127:1
PNM,1108426,PNM RESOURCES INC,4466152.0,103864,43:1
AVT,8858,AVNET INC,error,,136:1
TRNO,1476150,Terreno Realty Corp,error,782500,
EVR,1360901,Evercore Inc.,6756750.0,157500,42.9:1
SEAS,1564902,"SeaWorld Entertainment, Inc.",8175520.0,11048,740:1
CWST,911177,CASELLA WASTE SYSTEMS INC,2893506.0,37578,77:1
FIX,1035983,COMFORT SYSTEMS USA INC,error,,49.1:1
ITCI,1567514,"Intra-Cellular Therapies, Inc.",4968824.0,354916,14:1
XPO,1166003,"XPO Logistics, Inc.",1401630.0,36885,38:1
SM,893538,SM Energy Co,7804720.0,177380,44:1
VNO,899689,VORNADO REALTY TRUST,10466803.200000001,61824,169.3:1.0
ESNT,1448893,Essent Group Ltd.,5872710.0,103030,57:1
MTG,876437,MGIC INVESTMENT CORP,error,,
ALKS,1520262,Alkermes plc.,error,,
WTM,776867,WHITE MOUNTAINS INSURANCE GROUP LTD,6623025.0,88307,75:1
HWC,750577,HANCOCK WHITNEY CORP,3551176.0,58216,61:1
ESGR,1363829,Enstar Group LTD,error,91176,
RMBS,917273,RAMBUS INC,10404009.0,135117,77:1
AAON,824142,"AAON, INC.",2027122.5,41582,48.75:1
NYCB,910073,NEW YORK COMMUNITY BANCORP INC,7680736.0,68578,112:1
PINC,1577916,"Premier, Inc.",6514090.0,118438,55:1
WBS,801337,WEBSTER FINANCIAL CORP,error,,99:1
BL,1666134,"BLACKLINE, INC.",error,,99:1
MMSI,856982,MERIT MEDICAL SYSTEMS INC,error,,
FNB,37808,FNB CORP/PA/,error,42810,
HAE,313143,HAEMONETICS CORP,7840635.0,37515,209:1
OGS,1587732,"ONE Gas, Inc.",4029732.0,111937,36:1
BHF,1685040,"Brighthouse Financial, Inc.",4029732.0,111937,36:1
SSD,920371,"Simpson Manufacturing Co., Inc.",100200503.09,49661,2017.69:1
SJI,91928,SOUTH JERSEY INDUSTRIES INC,8325664.0,157088,53:1
BCPC,9326,BALCHEM CORP,2309175.0,51315,45:1
INDB,776901,INDEPENDENT BANK CORP,error,65008,
NEWR,1448056,"NEW RELIC, INC.",3139152.0,184656,17:1
MSGS,1636519,Madison Square Garden Sports Corp.,11594544.0,18581,624:1
SYNA,817720,SYNAPTICS Inc,7056357.0,91641,77:1
ZD,1084048,"ZIFF DAVIS, INC.",5384741.5,77758,69.25:1.0
W,1616707,Wayfair Inc.,73290.0,36645,2:1
AIMC,1374535,Altra Industrial Motion Corp.,3174360.0,45348,70:1
IRT,1466085,"INDEPENDENCE REALTY TRUST, INC.",2960020.0,42286,70:1
SWX,1692115,"Southwest Gas Holdings, Inc.",error,,79:1
BFAM,1437578,BRIGHT HORIZONS FAMILY SOLUTIONS INC.,1830640.0,22883,80:1
SANM,897723,SANMINA CORP,1830640.0,22883,80:1
TMHC,1562476,Taylor Morrison Home Corp,6152835.0,88530,69.5:1
FLS,30625,FLOWSERVE CORP,9407420.0,77110,122:1
UMPQ,1077771,UMPQUA HOLDINGS CORP,175022815.6,3193847,54.8:1
GATX,40211,GATX CORP,6090864.0,70824,86:1
KEX,56047,KIRBY CORP,error,,52:1
LITE,1633978,Lumentum Holdings Inc.,6798704.0,77258,88:1
UMBF,101382,UMB FINANCIAL CORP,4602818.26,56414,81.59:1
SFM,1575515,"Sprouts Farmers Market, Inc.",4524860.0,19420,233:1
HRI,1364479,HERC HOLDINGS INC,error,,53:1
